"uid","pid","tstamp","crdate","cruser_id","deleted","hidden","starttime","endtime","sys_language_uid","l10n_parent","l10n_state","l10n_diffsource","t3ver_oid","t3ver_id","t3ver_label","t3ver_wsid","t3ver_state","t3ver_stage","t3ver_count","t3ver_tstamp","t3ver_move_id","gnd_id","name","date_of_birth","date_of_death","place_of_birth","place_of_death","place_of_activity","geographic_area_code","gender","unmodified_gnd_data","gnd_status","final"
"871","0","1614100215","1603363332","0","0","0","0","0","0","0",NULL,,"0","0",,"0","0","0","0","0","0","131910337",,NULL,NULL,,,,,,"0",,"0"
"872","0","1614100215","1603363332","0","0","0","0","0","0","0",NULL,,"0","0",,"0","0","0","0","0","0","118610961",,NULL,NULL,,,,,,"0",,"0"
"873","0","1614100215","1603363332","0","0","0","0","0","0","0",NULL,,"0","0",,"0","0","0","0","0","0","1206556307",,NULL,NULL,,,,,,"0",,"0"
"874","0","1603807597","1603807597","0","0","0","0","0","0","0",NULL,,"0","0",,"0","0","0","0","0","0",,,NULL,NULL,,,,,,"0",,"0"
"875","0","1614100215","1603807989","0","0","0","0","0","0","0",NULL,,"0","0",,"0","0","0","0","0","0",,,NULL,NULL,,,,,,"0",,"0"
"876","0","1614100215","1603808115","0","1","0","0","0","0","0",NULL,,"0","0",,"0","0","0","0","0","0","1217447849","Cramer, Johann Baptist",NULL,NULL,,,,"XA-DE",,"1",,"0"
"877","0","1614100215","1604583016","0","1","0","0","0","0","0",NULL,,"0","0",,"0","0","0","0","0","0","104125489","Quandt, Johann Gottlob von","1787-04-09","1859-06-19","Leipzig","Dresden",,"XA-DE","m","1",,"0"
"878","0","1614100215","1605779275","0","1","0","0","0","0","0",NULL,,"0","0",,"0","0","0","0","0","0","116518685","Fink, Christian","1822-08-09","1911-09-05",,"Eßlingen",,"XA-DE","m","1",,"0"
"879","0","1614100215","1606221940","0","1","0","0","0","0","0",NULL,,"0","0",,"0","0","0","0","0","0","118514253","Brahms, Johannes","1833-05-07","1833-05-07","Hamburg","Wien","Wien","XA-DE","m","1",,"0"
"880","0","1635768651","1606487889","0","0","0","0","0","0","0",NULL,,"0","0",,"0","0","0","0","0","0","118865900","Levi, Hermann","1839-11-07","1900-05-13","Gießen","München","Leipzig","XA-DE","m","1",,"1"
"881","0","1614100215","1606821697","0","0","0","0","0","0","0",NULL,,"0","0",,"0","0","0","0","0","0","117059013",,NULL,NULL,,,,,,"0",,"0"
"882","0","1635248320","1606835037","0","0","0","0","0","0","0",NULL,,"0","0",,"0","0","0","0","0","0","118629662","Weber, Carl Maria von","1786-11-19","1826-06-05","Eutin","London",,"XA-DE","m","1",,"2"
"883","0","1622465985","1607533026","0","1","0","0","0","0","0",NULL,,"0","0",,"0","0","0","0","0","0","118584596","Mozart, Wolfgang Amadeus","1756-01-27","1791-12-05","Salzburg","Wien",,"XA-AT","m","1",,"0"
"884","0","1635248012","1607710799","0","0","0","0","0","0","0",NULL,,"0","0",,"0","0","0","0","0","0","11850553X","Bach, Johann Sebastian","1685-03-21","1750-07-28","Eisenach","Leipzig","Mühlhausen/Thüringen, Weimar, Köthen (Anhalt), Leipzig","XA-DE","m","1",,"2"
"885","0","1614100215","1607710799","0","1","0","0","0","0","0",NULL,,"0","0",,"0","0","0","0","0","0","11850553X","Bach, Johann Sebastian","1685-03-21","1750-07-28","Eisenach","Leipzig","Mühlhausen/Thüringen, Weimar, Köthen (Anhalt), Leipzig","XA-DE","m","1",,"0"
"886","0","1628583154","1608145723","0","0","0","0","0","0","0",NULL,,"0","0",,"0","0","0","0","0","0","118573527","Liszt, Franz","1811-10-22","1886-07-31","Raiding","Bayreuth",,"XA-HU, XA-AT, XA-DE","m","1",,"0"
"887","0","1635248334","1608145723","0","0","0","0","0","0","0",NULL,,"0","0",,"0","0","0","0","0","0","118655191","Bellini, Vincenzo","1801-11-03","1835-09-23","Catania","Puteaux",,"XA-IT","m","1",,"2"
"888","0","1614100215","1608145723","0","1","0","0","0","0","0",NULL,,"0","0",,"0","0","0","0","0","0","118655191","Bellini, Vincenzo","1801-11-03","1835-09-23","Catania","Puteaux",,"XA-IT","m","1",,"0"
"889","0","1634286213","1608145723","0","1","0","0","0","0","0",NULL,,"0","0",,"0","0","0","0","0","0","118512978","Boieldieu, François Adrien","1775-12-15","1834-10-08","Rouen","Jarcy/Paris","Paris","XA-FR","m","1",,"0"
"890","0","1608145723","1608145723","0","0","0","0","0","0","0",NULL,,"0","0",,"0","0","0","0","0","0","118782843","Méhul, Étienne Nicolas","1763-06-22","1817-10-18","Givet","Paris",,"XA-FR","m","1",,"0"
"891","0","1635248316","1608145723","0","0","0","0","0","0","0",NULL,,"0","0",,"0","0","0","0","0","0","118602985","Rossini, Gioachino","1792-02-29","1868-11-13","Pesaro","Paris","Paris, London, Sankt Petersburg","XA-FR","m","1",,"2"
"892","0","1608145723","1608145723","0","0","0","0","0","0","0",NULL,,"0","0",,"0","0","0","0","0","0","118702688","Goldberg, Johann Gottlieb","1727-03-14","1756-04-13","Danzig","Dresden",,"XA-DE","m","1",,"0"
"893","0","1608145723","1608145723","0","0","0","0","0","0","0",NULL,,"0","0",,"0","0","0","0","0","0","120160838","Bianchi, Francesco","1752-01-01","1810-11-27","Cremona","Hammersmith",,"XA-IT","m","1",,"0"
"894","0","1614100215","1608145723","0","1","0","0","0","0","0",NULL,,"0","0",,"0","0","0","0","0","0","120160838","Bianchi, Francesco","1752-01-01","1810-11-27","Cremona","Hammersmith",,"XA-IT","m","1",,"0"
"895","0","1608145723","1608145723","0","0","0","0","0","0","0",NULL,,"0","0",,"0","0","0","0","0","0","116149493","Bertini, Henri",NULL,NULL,"London","Meylan",,"XA-FR","m","1",,"0"
"896","0","1614100215","1608145723","0","1","0","0","0","0","0",NULL,,"0","0",,"0","0","0","0","0","0","116149493","Bertini, Henri",NULL,NULL,"London","Meylan",,"XA-FR","m","1",,"0"
"897","0","1614100215","1608145723","0","1","0","0","0","0","0",NULL,,"0","0",,"0","0","0","0","0","0","116149493","Bertini, Henri",NULL,NULL,"London","Meylan",,"XA-FR","m","1",,"0"
"898","0","1614100215","1608145723","0","1","0","0","0","0","0",NULL,,"0","0",,"0","0","0","0","0","0","116149493","Bertini, Henri",NULL,NULL,"London","Meylan",,"XA-FR","m","1",,"0"
"899","0","1614100215","1608145723","0","1","0","0","0","0","0",NULL,,"0","0",,"0","0","0","0","0","0","116149493","Bertini, Henri",NULL,NULL,"London","Meylan",,"XA-FR","m","1",,"0"
"900","0","1614100215","1608145723","0","1","0","0","0","0","0",NULL,,"0","0",,"0","0","0","0","0","0","119175606","Cramer, Johann Baptist","1771-02-24","1858-04-16","Mannheim","Kensington",,"XA-GB","m","1",,"0"
"901","0","1614100215","1608145723","0","1","0","0","0","0","0",NULL,,"0","0",,"0","0","0","0","0","0","120160838","Bianchi, Francesco","1752-01-01","1810-11-27","Cremona","Hammersmith",,"XA-IT","m","1",,"0"
"902","0","1614100215","1608145723","0","1","0","0","0","0","0",NULL,,"0","0",,"0","0","0","0","0","0","120160838","Bianchi, Francesco","1752-01-01","1810-11-27","Cremona","Hammersmith",,"XA-IT","m","1",,"0"
"903","0","1614100215","1608145723","0","1","0","0","0","0","0",NULL,,"0","0",,"0","0","0","0","0","0","119175606","Cramer, Johann Baptist","1771-02-24","1858-04-16","Mannheim","Kensington",,"XA-GB","m","1",,"0"
"904","0","1614100215","1608145723","0","1","0","0","0","0","0",NULL,,"0","0",,"0","0","0","0","0","0","119175606","Cramer, Johann Baptist","1771-02-24","1858-04-16","Mannheim","Kensington",,"XA-GB","m","1",,"0"
"905","0","1608145723","1608145723","0","0","0","0","0","0","0",NULL,,"0","0",,"0","0","0","0","0","0","118584588","Mozart, Leopold","1719-11-14","1787-05-28","Augsburg","Salzburg",,,"m","1",,"0"
"906","0","1635248141","1608145723","0","0","0","0","0","0","0",NULL,,"0","0",,"0","0","0","0","0","0","134920643","Wagner, Georg Gottfried",NULL,NULL,"Mühlberg/Elbe","Plauen","Leipzig","XA-DE","m","1",,"2"
"907","0","1635248318","1608145723","0","0","0","0","0","0","0",NULL,,"0","0",,"0","0","0","0","0","0","118616366","Spohr, Louis","1784-04-05","1859-10-22","Braunschweig","Kassel","Gotha, Gera, Kassel","XA-DE","m","1",,"2"
"908","0","1614100215","1608145723","0","1","0","0","0","0","0",NULL,,"0","0",,"0","0","0","0","0","0","118616366","Spohr, Louis","1784-04-05","1859-10-22","Braunschweig","Kassel","Gotha, Gera, Kassel","XA-DE","m","1",,"0"
"909","0","1614100215","1608145723","0","1","0","0","0","0","0",NULL,,"0","0",,"0","0","0","0","0","0","118616366","Spohr, Louis","1784-04-05","1859-10-22","Braunschweig","Kassel","Gotha, Gera, Kassel","XA-DE","m","1",,"0"
"910","0","1608145723","1608145723","0","0","0","0","0","0","0",NULL,,"0","0",,"0","0","0","0","0","0","119133911","Lindpaintner, Peter Joseph von","1791-12-09","1856-08-21","Koblenz","Nonnenhorn","München, Stuttgart","XA-DE","m","1",,"0"
"911","0","1614100215","1608145723","0","1","0","0","0","0","0",NULL,,"0","0",,"0","0","0","0","0","0","119133911","Lindpaintner, Peter Joseph von","1791-12-09","1856-08-21","Koblenz","Nonnenhorn","München, Stuttgart","XA-DE","m","1",,"0"
"912","0","1614100215","1608145723","0","1","0","0","0","0","0",NULL,,"0","0",,"0","0","0","0","0","0","119133911","Lindpaintner, Peter Joseph von","1791-12-09","1856-08-21","Koblenz","Nonnenhorn","München, Stuttgart","XA-DE","m","1",,"0"
"913","0","1614100215","1608145723","0","1","0","0","0","0","0",NULL,,"0","0",,"0","0","0","0","0","0","119133911","Lindpaintner, Peter Joseph von","1791-12-09","1856-08-21","Koblenz","Nonnenhorn","München, Stuttgart","XA-DE","m","1",,"0"
"914","0","1614100215","1608145723","0","1","0","0","0","0","0",NULL,,"0","0",,"0","0","0","0","0","0","118616366","Spohr, Louis","1784-04-05","1859-10-22","Braunschweig","Kassel","Gotha, Gera, Kassel","XA-DE","m","1",,"0"
"915","0","1614100215","1608145723","0","1","0","0","0","0","0",NULL,,"0","0",,"0","0","0","0","0","0","118616366","Spohr, Louis","1784-04-05","1859-10-22","Braunschweig","Kassel","Gotha, Gera, Kassel","XA-DE","m","1",,"0"
"916","0","1614100215","1608145723","0","1","0","0","0","0","0",NULL,,"0","0",,"0","0","0","0","0","0","119133911","Lindpaintner, Peter Joseph von","1791-12-09","1856-08-21","Koblenz","Nonnenhorn","München, Stuttgart","XA-DE","m","1",,"0"
"917","0","1614100215","1608145723","0","1","0","0","0","0","0",NULL,,"0","0",,"0","0","0","0","0","0","119133911","Lindpaintner, Peter Joseph von","1791-12-09","1856-08-21","Koblenz","Nonnenhorn","München, Stuttgart","XA-DE","m","1",,"0"
"918","0","1614100215","1608145723","0","1","0","0","0","0","0",NULL,,"0","0",,"0","0","0","0","0","0","119133911","Lindpaintner, Peter Joseph von","1791-12-09","1856-08-21","Koblenz","Nonnenhorn","München, Stuttgart","XA-DE","m","1",,"0"
"919","0","1614100215","1608145723","0","1","0","0","0","0","0",NULL,,"0","0",,"0","0","0","0","0","0","119133911","Lindpaintner, Peter Joseph von","1791-12-09","1856-08-21","Koblenz","Nonnenhorn","München, Stuttgart","XA-DE","m","1",,"0"
"920","0","1614100215","1608145723","0","1","0","0","0","0","0",NULL,,"0","0",,"0","0","0","0","0","0","118655191","Bellini, Vincenzo","1801-11-03","1835-09-23","Catania","Puteaux",,"XA-IT","m","1",,"0"
"921","0","1614100215","1608145723","0","1","0","0","0","0","0",NULL,,"0","0",,"0","0","0","0","0","0","118655191","Bellini, Vincenzo","1801-11-03","1835-09-23","Catania","Puteaux",,"XA-IT","m","1",,"0"
"922","0","1614100215","1608145723","0","1","0","0","0","0","0",NULL,,"0","0",,"0","0","0","0","0","0","118602985","Rossini, Gioachino","1792-02-29","1868-11-13","Pesaro","Paris","Paris, London, Sankt Petersburg","XA-FR","m","1",,"0"
"923","0","1614100215","1608145723","0","1","0","0","0","0","0",NULL,,"0","0",,"0","0","0","0","0","0","118602985","Rossini, Gioachino","1792-02-29","1868-11-13","Pesaro","Paris","Paris, London, Sankt Petersburg","XA-FR","m","1",,"0"
"924","0","1614100215","1608145723","0","1","0","0","0","0","0",NULL,,"0","0",,"0","0","0","0","0","0","118602985","Rossini, Gioachino","1792-02-29","1868-11-13","Pesaro","Paris","Paris, London, Sankt Petersburg","XA-FR","m","1",,"0"
"925","0","1614100215","1608145723","0","1","0","0","0","0","0",NULL,,"0","0",,"0","0","0","0","0","0","118602985","Rossini, Gioachino","1792-02-29","1868-11-13","Pesaro","Paris","Paris, London, Sankt Petersburg","XA-FR","m","1",,"0"
"926","0","1614100215","1608145723","0","1","0","0","0","0","0",NULL,,"0","0",,"0","0","0","0","0","0","118602985","Rossini, Gioachino","1792-02-29","1868-11-13","Pesaro","Paris","Paris, London, Sankt Petersburg","XA-FR","m","1",,"0"
"927","0","1614100215","1608145723","0","1","0","0","0","0","0",NULL,,"0","0",,"0","0","0","0","0","0","118602985","Rossini, Gioachino","1792-02-29","1868-11-13","Pesaro","Paris","Paris, London, Sankt Petersburg","XA-FR","m","1",,"0"
"928","0","1614100215","1608145723","0","1","0","0","0","0","0",NULL,,"0","0",,"0","0","0","0","0","0","118602985","Rossini, Gioachino","1792-02-29","1868-11-13","Pesaro","Paris","Paris, London, Sankt Petersburg","XA-FR","m","1",,"0"
"929","0","1635248244","1608145723","0","0","0","0","0","0","0",NULL,,"0","0",,"0","0","0","0","0","0","118539841","Gluck, Christoph Willibald","1714-07-02","1787-11-15","Erasbach","Wien","Prag, Mailand, London, Paris, Wien","XA-IT","m","1",,"2"
"930","0","1614100215","1608145723","0","1","0","0","0","0","0",NULL,,"0","0",,"0","0","0","0","0","0","118602985","Rossini, Gioachino","1792-02-29","1868-11-13","Pesaro","Paris","Paris, London, Sankt Petersburg","XA-FR","m","1",,"0"
"931","0","1614100215","1608145723","0","1","0","0","0","0","0",NULL,,"0","0",,"0","0","0","0","0","0","118539841","Gluck, Christoph Willibald","1714-07-02","1787-11-15","Erasbach","Wien","Prag, Mailand, London, Paris, Wien","XA-IT","m","1",,"0"
"932","0","1614100215","1608145723","0","1","0","0","0","0","0",NULL,,"0","0",,"0","0","0","0","0","0","118602985","Rossini, Gioachino","1792-02-29","1868-11-13","Pesaro","Paris","Paris, London, Sankt Petersburg","XA-FR","m","1",,"0"
"933","0","1614100215","1608145723","0","1","0","0","0","0","0",NULL,,"0","0",,"0","0","0","0","0","0","118602985","Rossini, Gioachino","1792-02-29","1868-11-13","Pesaro","Paris","Paris, London, Sankt Petersburg","XA-FR","m","1",,"0"
"934","0","1614100215","1608145723","0","1","0","0","0","0","0",NULL,,"0","0",,"0","0","0","0","0","0","118539841","Gluck, Christoph Willibald","1714-07-02","1787-11-15","Erasbach","Wien","Prag, Mailand, London, Paris, Wien","XA-IT","m","1",,"0"
"935","0","1614100215","1608145723","0","1","0","0","0","0","0",NULL,,"0","0",,"0","0","0","0","0","0","118602985","Rossini, Gioachino","1792-02-29","1868-11-13","Pesaro","Paris","Paris, London, Sankt Petersburg","XA-FR","m","1",,"0"
"936","0","1614100215","1608145723","0","1","0","0","0","0","0",NULL,,"0","0",,"0","0","0","0","0","0","118602985","Rossini, Gioachino","1792-02-29","1868-11-13","Pesaro","Paris","Paris, London, Sankt Petersburg","XA-FR","m","1",,"0"
"937","0","1614100215","1608145723","0","1","0","0","0","0","0",NULL,,"0","0",,"0","0","0","0","0","0","118539841","Gluck, Christoph Willibald","1714-07-02","1787-11-15","Erasbach","Wien","Prag, Mailand, London, Paris, Wien","XA-IT","m","1",,"0"
"938","0","1614100215","1608145723","0","1","0","0","0","0","0",NULL,,"0","0",,"0","0","0","0","0","0","118655191","Bellini, Vincenzo","1801-11-03","1835-09-23","Catania","Puteaux",,"XA-IT","m","1",,"0"
"939","0","1614100215","1608145723","0","1","0","0","0","0","0",NULL,,"0","0",,"0","0","0","0","0","0","118539841","Gluck, Christoph Willibald","1714-07-02","1787-11-15","Erasbach","Wien","Prag, Mailand, London, Paris, Wien","XA-IT","m","1",,"0"
"940","0","1614100215","1608145723","0","1","0","0","0","0","0",NULL,,"0","0",,"0","0","0","0","0","0","118602985","Rossini, Gioachino","1792-02-29","1868-11-13","Pesaro","Paris","Paris, London, Sankt Petersburg","XA-FR","m","1",,"0"
"941","0","1614100215","1608145723","0","1","0","0","0","0","0",NULL,,"0","0",,"0","0","0","0","0","0","118602985","Rossini, Gioachino","1792-02-29","1868-11-13","Pesaro","Paris","Paris, London, Sankt Petersburg","XA-FR","m","1",,"0"
"942","0","1614100215","1608145723","0","1","0","0","0","0","0",NULL,,"0","0",,"0","0","0","0","0","0","118539841","Gluck, Christoph Willibald","1714-07-02","1787-11-15","Erasbach","Wien","Prag, Mailand, London, Paris, Wien","XA-IT","m","1",,"0"
"943","0","1614100215","1608145723","0","1","0","0","0","0","0",NULL,,"0","0",,"0","0","0","0","0","0","118602985","Rossini, Gioachino","1792-02-29","1868-11-13","Pesaro","Paris","Paris, London, Sankt Petersburg","XA-FR","m","1",,"0"
"944","0","1614100215","1608145723","0","1","0","0","0","0","0",NULL,,"0","0",,"0","0","0","0","0","0","118602985","Rossini, Gioachino","1792-02-29","1868-11-13","Pesaro","Paris","Paris, London, Sankt Petersburg","XA-FR","m","1",,"0"
"945","0","1614100215","1608145723","0","1","0","0","0","0","0",NULL,,"0","0",,"0","0","0","0","0","0","118602985","Rossini, Gioachino","1792-02-29","1868-11-13","Pesaro","Paris","Paris, London, Sankt Petersburg","XA-FR","m","1",,"0"
"946","0","1614100215","1608145723","0","1","0","0","0","0","0",NULL,,"0","0",,"0","0","0","0","0","0","118602985","Rossini, Gioachino","1792-02-29","1868-11-13","Pesaro","Paris","Paris, London, Sankt Petersburg","XA-FR","m","1",,"0"
"947","0","1614100215","1608145723","0","1","0","0","0","0","0",NULL,,"0","0",,"0","0","0","0","0","0","118602985","Rossini, Gioachino","1792-02-29","1868-11-13","Pesaro","Paris","Paris, London, Sankt Petersburg","XA-FR","m","1",,"0"
"948","0","1614100215","1608145723","0","1","0","0","0","0","0",NULL,,"0","0",,"0","0","0","0","0","0","118602985","Rossini, Gioachino","1792-02-29","1868-11-13","Pesaro","Paris","Paris, London, Sankt Petersburg","XA-FR","m","1",,"0"
"949","0","1614100215","1608145723","0","1","0","0","0","0","0",NULL,,"0","0",,"0","0","0","0","0","0","118602985","Rossini, Gioachino","1792-02-29","1868-11-13","Pesaro","Paris","Paris, London, Sankt Petersburg","XA-FR","m","1",,"0"
"950","0","1614100215","1608145723","0","1","0","0","0","0","0",NULL,,"0","0",,"0","0","0","0","0","0","118602985","Rossini, Gioachino","1792-02-29","1868-11-13","Pesaro","Paris","Paris, London, Sankt Petersburg","XA-FR","m","1",,"0"
"951","0","1614100215","1608145723","0","1","0","0","0","0","0",NULL,,"0","0",,"0","0","0","0","0","0","118602985","Rossini, Gioachino","1792-02-29","1868-11-13","Pesaro","Paris","Paris, London, Sankt Petersburg","XA-FR","m","1",,"0"
"952","0","1614100215","1608145723","0","1","0","0","0","0","0",NULL,,"0","0",,"0","0","0","0","0","0","118602985","Rossini, Gioachino","1792-02-29","1868-11-13","Pesaro","Paris","Paris, London, Sankt Petersburg","XA-FR","m","1",,"0"
"953","0","1635248288","1608145723","0","0","0","0","0","0","0",NULL,,"0","0",,"0","0","0","0","0","0","11871290X","Jommelli, Niccolò","1714-09-10","1774-08-25","Aversa","Aversa",,"XA-DE","m","1",,"2"
"954","0","1635248306","1608145723","0","0","0","0","0","0","0",NULL,,"0","0",,"0","0","0","0","0","0","1038066379","Müller, Silverius","1745-02-27","1812-08-21","Weitersfeld-Oberhöflein","Wien","Wien, Günzburg, Krems an der Donau",,"m","1",,"2"
"955","0","1614100215","1608145723","0","1","0","0","0","0","0",NULL,,"0","0",,"0","0","0","0","0","0","118602985","Rossini, Gioachino","1792-02-29","1868-11-13","Pesaro","Paris","Paris, London, Sankt Petersburg","XA-FR","m","1",,"0"
"956","0","1614100215","1608145723","0","1","0","0","0","0","0",NULL,,"0","0",,"0","0","0","0","0","0","118616366","Spohr, Louis","1784-04-05","1859-10-22","Braunschweig","Kassel","Gotha, Gera, Kassel","XA-DE","m","1",,"0"
"957","0","1635248324","1608145723","0","0","0","0","0","0","0",NULL,,"0","0",,"0","0","0","0","0","0","118646192","Auber, Daniel-François-Esprit","1782-01-29","1871-05-13","Caen","Paris",,"XA-FR","m","1",,"2"
"958","0","1614100215","1608145723","0","1","0","0","0","0","0",NULL,,"0","0",,"0","0","0","0","0","0","118655191","Bellini, Vincenzo","1801-11-03","1835-09-23","Catania","Puteaux",,"XA-IT","m","1",,"0"
"959","0","1614100215","1608145723","0","1","0","0","0","0","0",NULL,,"0","0",,"0","0","0","0","0","0","118655191","Bellini, Vincenzo","1801-11-03","1835-09-23","Catania","Puteaux",,"XA-IT","m","1",,"0"
"960","0","1614100215","1608145723","0","1","0","0","0","0","0",NULL,,"0","0",,"0","0","0","0","0","0","118512978","Boieldieu, François Adrien","1775-12-15","1834-10-08","Rouen","Jarcy/Paris","Paris","XA-FR","m","1",,"0"
"961","0","1614100215","1608145723","0","1","0","0","0","0","0",NULL,,"0","0",,"0","0","0","0","0","0","118512978","Boieldieu, François Adrien","1775-12-15","1834-10-08","Rouen","Jarcy/Paris","Paris","XA-FR","m","1",,"0"
"962","0","1638266351","1608145723","0","0","0","0","0","0","0",NULL,,"0","0",,"0","0","0","0","0","0","118526731","Donizetti, Gaetano","1797-11-29","1848-04-08","Bergamo","Bergamo","Paris, Wien","XA-IT, XA-FR, XA-AT","m","1",,"2"
